Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000.00,929520000.00,976200000.00,1009760100.00,1049400000.00,1132920000.00,1186120000.00,1263720000.00,1442320000.00,1665880000.00,1884120100.00,2328280100.00,2941640100.00,3127960000.00,3463639900.00,3573959900.00,3437200200.00,3399189100.00,3506347800.00,3661683400.00,3800368600.00,3771663200.00,3958045800.00,4189880000.00,4372215300.00,4817542204.00,5252342400.00,5813399300.00,6680269200.00,7679384000.00,8921947100.00,9586327800.00,10221705900.00,10936669900.00,11284197000.00,11784927700.00,12282533600.00,12664190300.00,13243892200.00,13724810900.00,14698000000.00,15999890000.00,17011750000.00,17986890000.00,17601620000.00,18447920000.00,20283780000.00,21386150000.00,21990960000.00,22593470000.00,23438240000.00,24191430000.00,24979190000.00,26020850000.00,26881140000.00,24921190000.00,29043140000.00,31870120000.00,33853940000.00,35364960000.00,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976606910.60,1048316225.70,1109473367.84,1007661366.67,1059529812.37,1148872072.39,1462590266.59,1715340542.99,1786514058.22,1909765165.43,2188654628.38,2403213305.04,2064277126.41,1881191925.33,1813717438.69,1604701299.44,1678741475.14,1673911426.17,1419401070.56,1468343139.74,1528620346.31,1655353653.06,1616340692.29,1541248248.81,1855652786.18,1829211863.95,2027527227.83,,
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.78,191659914.38,203531927.55,216145935.94,229529912.67,243725898.03,257375897.05,271781886.81,286719885.31,306357284.57,347985394.29,347039445.71,447883941.19,483699610.60,572504035.90,757015878.79,871344245.12,498550724.64,564571823.20,589566929.13,602515548.45,699302473.05,774578931.96,735408641.77,787434541.73,875702247.19,916590786.33,1018972664.46,1051596967.13,1181360843.94,1031282081.17,717974929.76,709297578.50,1260132955.79,1481205097.98,1534756134.55,1792234297.39,2191749013.58,2962047564.42,3045751527.66,3412797450.20,2252847464.69,2192684134.59,2836724351.56,3859592813.10,4683246454.10,5026743282.04,5430713728.89,5913620292.91,2948594552.45,2687807003.74,2906000096.93,4364670160.00,5062881600.00,5728399720.00,6152149100.00,6613743070.00,7621501710.00,7873000000.00,8656000000.00,8628000000.00,9483000000.00,10203000000.00,10958000000.00,11967000000.00,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17921892655.37,23277430167.60,27153408994.81,21004077441.48,20878694850.58,7326373882.11,13599378662.00,17930583571.31,23593044417.51,26845632341.81,28334256180.88,33298057361.74,44888028946.09,54220641201.65,46955984409.73,43536629233.14,51251098408.09,45103269969.41,50455529604.07,49114321280.35,41297410634.96,42225495909.56,45972834713.81,52787520248.92,53864693664.56,55874017669.00,66159884072.53,66809895701.22,81343999280.02,90097765959.11,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,34318581554.58,35775152382.19,38743773907.08,44252709650.74,43834461490.69,48308630395.09,52377020048.48,52285172402.58,55967306233.51,63402019319.48,70861621389.98,72751099713.71,82091677366.15,105089589307.76,133952983378.26,147548370828.58,159630685143.87,175173038310.07,196493025593.93,232170668171.04,292958117852.21,397377260074.55,368485556389.44,329001992004.17,293476584886.74,278370318090.92,259860678475.74,291516844626.97,307146992487.51,312233096692.86,366869004676.56,392433758461.80,354644522439.25,360284872802.79,370569432423.28,472705710256.86,528259992823.42,555912457054.07,558196701845.35,396097900741.09,419895964737.48,402042476808.84,440920665484.33,556578144172.59,691866842946.75,823668736698.49,972568420377.41,1124500296270.51,1272983700051.33,1208670461443.79,1438701031163.17,1617944194300.60,1672895604039.55,1776507851555.87,1845908277175.78,1624488271641.54,1461851860219.92,1594086359396.00,1713673886322.74,1952007800638.78,1802332899886.09,2030237669873.33,2167458359012.26,1979535952437.49,1827170966475.93,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.06,12231264525.07,14602072410.95,14907308932.75,11931472169.49,18426469016.95,13962212847.46,11997800760.22,,,,,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,35992821734.53,37521652879.66,40553510689.97,46127211026.22,45891005945.73,50543636348.14,54780137858.94,54842900794.15,58686298467.84,66258274672.14,73998855803.62,76078810558.01,85727757471.55,109279758227.60,138641757472.57,152220676931.20,164674481161.53,180959309200.53,202653018739.21,238924186293.27,300099132923.76,404964037903.54,376485492802.87,337927843621.06,301936206027.12,288309829782.49,270239968939.10,302632023546.23,318689570071.27,324390129475.55,379792150457.81,406697201565.70,365899311503.05,369858486527.51,378181617912.50,481078758906.21,537529901697.44,565282701495.44,566816017701.65,404651773356.16,428788505804.80,410936270042.78,449500894158.77,565919936760.32,702843204651.66,836993712579.38,988873289522.06,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.00,2292617010267.00,2117597425394.65,1979078503991.37,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,4890889496.96,5468619820.37,6351288900.72,7975691955.18,12697499906.29,13756779384.69,15045613015.01,18115910570.48,20865461498.79,26701110584.49,37297800330.14,37080220827.75,37651257006.24,35757123310.34,36203727886.25,35762826951.87,33618097085.18,38725831003.48,41025318187.74,41503137701.75,47935378887.41,50019032461.12,53255036349.11,51480858164.92,55018329444.25,63080936166.09,65815856152.02,69056214799.11,70249508111.48,74261596905.13,76518051457.60,77518242612.05,83414441022.09,99643830272.99,115416643927.91,129916963352.68,145908217635.49,171435251383.78,189079229226.14,161751590927.92,172475687383.49,193342538945.38,194403769997.09,201575895178.59,208778333966.54,193084726298.62,195788612860.02,213265208434.29,230122099257.83,231340439109.05,208801767982.78,244179271151.62,270716089069.62,287374900231.33,310642066645.91,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,37211826.09,37288845.21,41430256.81,56011244.74,57817591.46,60101709.85,52039421.20,49207692.32,55044562.80,65755928.14,81662231.03,83499263.50,80307762.62,75110289.18,78213795.93,82733069.44,115928906.75,115952925.47,99000764.39,98545367.04,119297932.76,107484142.72,94861780.62,125742228.76,131338414.58,103695236.78,135188165.75,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.12,114582283.92,136450662.39,142775104.08,149146918.89,188021165.00,200668065.03,190021192.49,226455001.24,225815131.93,267041747.58,293119143.25,259999643.05,292267272.20,322002845.23,383717327.83,412976082.62,471229484.61,524402455.55,540809499.19,690456806.70,822154621.09,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.00,107700000.00,116150000.00,125950000.00,134400000.00,154150000.00,190350000.00,220700000.00,241350000.00,259650000.00,274900000.00,301000000.00,311950000.00,339450000.00,409850000.00,465500000.00,505500000.00,641500000.00,735500000.00,782500000.00,795000000.00,889000000.00,915000000.00,883500000.00,864000000.00,873000000.00,891000000.00,980000000.00,1161000000.00,542600000.00,388400000.00,448100000.00,404600000.00,428764705.88,605492537.31,691590497.74,861372806.21,926422500.00,1110850000.00,886290697.67,947671969.70,834279357.80,1093574468.09,1274190311.42,1484092538.41,1793410397.39,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368370997.92,4422276621.79,4980000000.00,5145757575.76,5240606060.61,5126237646.22,3317421648.10,3591679431.00,3996198866.57,4016040575.09,2911807496.20,3107923197.97,3791603200.03,3472693412.08,4416775112.10,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12915046978.16,14459924588.95,15699327209.21,16737973764.35,20428139755.61,26180022222.22,28197790874.52,27844628979.27,29976207629.49,30496272225.13,29215726004.78,30726659550.97,35243658398.75,46616149116.74,57215475076.30,62547753148.46,70751813442.99,86587749517.97,100830060552.90,89342984697.52,91112160800.77,99705104723.43,94724394278.05,99134277850.34,101713075598.86,89178548717.33,90347173228.64,95978130734.98,106611673364.84,105843498304.09,107732602896.44,120511265913.34,115792972358.21,133578518423.54,140934076532.38,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19832029087.13,14454495058.91,14277261540.75,14449298371.79,16400767069.63,21367422159.32,21470699362.61,20726878751.50,22058635314.48,22609669083.72,20159190701.68,20668868706.81,23214593516.21,29360575031.82,34156553313.40,35947936823.78,39260368837.03,47880266542.58,55509332322.36,49975540954.85,47793117240.90,51199194599.31,46167053954.34,47867056858.89,49514466379.61,42709468274.81,44290685824.07,48153200134.66,53689067639.92,53909922735.55,53384760135.16,61540813361.86,59899117741.00,69255264238.39,72972015197.39,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15930075466.89,17329620584.61,18794066990.06,20342131881.51,22685490195.31,24963947414.70,27154716721.29,29474881505.99,31277871668.85,33967301561.06,38037226668.21,41506151114.93,48883173399.97,59318842992.24,65917634590.26,82765232647.75,89232517045.85,94331782622.28,104290933495.63,123207527699.38,141886067003.97,129498921475.69,114214731798.94,104862109663.37,109043045407.29,113958084357.09,150279869728.79,182744315973.76,206686590775.56,217632340194.51,261466577008.85,273831464572.14,283908914454.48,212644602615.82,228699066874.03,267050453506.79,291949597375.49,268249616890.86,270887306758.58,274318357862.12,262903560280.28,242497797484.78,267371907446.78,334072443515.58,384545442175.02,391688455928.60,422528394459.35,490047789548.44,514614100832.94,434311714442.50,492750897239.45,570538581144.45,549739674655.13,584125353119.18,577727767303.60,501602351911.60,513058312950.94,535172356784.77,549649344043.18,530894124494.42,544265668451.68,631693331300.78,575071237640.92,578990915246.07,603715224265.80,
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.10,79799968.08,105419957.83,112139955.14,136462080.74,146736479.24,221915127.55,264320940.96,288299788.51,272550068.14,304060076.02,340630085.16,412093133.76,541976852.58,570774824.83,537568059.41,555336145.77,494483408.88,360079419.39,449140318.39,584126092.26,692026454.74,696921542.38,1114694040.67,1156135717.95,1284759927.55,1357189551.68,1419294254.42,1698989463.99,1602741833.71,1716714070.12,1576908856.35,1547888495.98,1697161557.89,1502870485.88,1393945030.65,2149632433.28,2710331785.25,3097946371.06,3215307900.75,3391122887.17,3235921170.51,3525213502.43,4360714358.89,4722912047.32,4747813067.26,4463396204.02,4285065665.03,3908217914.22,3722306116.73,4462640651.49,4643751059.28,4617018958.69,4134677809.50,4807069277.20,4746660273.51,4621191261.84,4858885840.77,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854972067.04,892290502.79,936089385.47,985865921.79,1022905027.93,1361811508.38,1417888715.08,1427017206.70,1353212122.91,1259200446.93,1407880446.93,1236428100.56,1353071061.45,1592564639.33,1686525953.05,1797836665.95,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.30,18432031.70,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.80,127261099.22,156783829.50,163750728.16,157211789.71,156098237.02,160992920.96,179691482.72,221147061.29,265212956.84,301985618.09,324333366.51,392163560.87,398307169.86,461409398.86,504230620.55,517570058.15,540733047.73,535250347.09,598966982.35,647287375.76,662838614.88,654212394.27,662064155.92,742134837.51,750847230.10,893012218.18,977899381.82,1081441283.32,1077308813.83,979597394.29,850901620.43,981616542.33,1058918707.26,1089407839.20,1333160407.39,1387577870.08,1432403352.13,1568513348.14,1675370641.01,1784313926.77,1868690096.73,1382551751.57,1487173794.81,2018346588.74,2187379754.66,2167239562.46,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.41,945244972.07,1110565880.76,1200447408.38,1339494267.02,1472036540.13,1342287553.19,1580229799.43,1753746429.62,2245011514.56,2140384010.07,2589851325.15,3059681697.61,3239487516.43,5159557147.51,6826980444.15,7633528866.93,7696011396.01,9275200458.19,9929681528.66,13062420382.17,15518201335.32,16298929011.47,17589277143.13,17503078174.00,16403539892.78,13293205278.28,11356215543.30,10577041644.99,9853395761.63,12308624417.83,12981833333.33,13253565861.14,13695962055.48,10122020000.00,11396706586.83,13789560878.24,14505233463.04,15200846153.85,15873875968.99,18937052543.44,20237024724.70,20669357462.38,21828144686.04,25086950495.05,28858965517.24,33751788856.31,40465318382.06,52557913568.95,54111735628.71,61390830874.70,67539428159.45,43190318032.56,21361254635.05,21502061465.95,16466863117.00,12597854877.43,16369843352.35,21497782867.64,22583045060.08,12047752036.09,14353205678.50,23622827079.50,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.00,366707900.00,409753600.00,485598800.00,578645800.00,721891500.00,773490000.00,862684000.00,703176000.00,686788000.00,842941000.00,832848000.00,863328000.00,956605000.00,1078274000.00,1202078000.00,1197958000.00,1314329000.00,1371838000.00,918387000.00,1236459000.00,1434119000.00,1638653000.00,1745378000.00,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.15,333975336.11,357635713.42,371767002.19,392247517.73,416926303.32,432794921.68,449826322.61,453980096.21,471635621.56,469266736.65,501866730.15,585427546.80,647199482.98,652532795.08,864602104.68,866044962.02,935360464.70,1113920123.77,1004316496.35,1033002403.85,876937558.27,834369859.66,832415806.01,919103734.88,1033069709.33,1067828245.86,1163426852.20,1482597297.99,1433686312.03,1738605557.76,1877137981.76,1881847669.70,1463251163.92,1179837963.22,1445919894.58,1607345355.78,1544689576.93,1744794531.21,1534673583.25,1388506771.59,1710843377.00,1997005708.82,2742815071.57,4422855660.83,8655892392.93,9709626596.13,10865385131.52,13385593990.34,12317614053.68,14058506663.73,16685349674.00,17892228569.89,17865316886.33,18144336903.72,14559599499.50,13026289835.78,13349041408.72,15327000248.87,14905517742.85,14932897821.24,16871937697.59,17828508289.60,18340233748.88,19518819751.28,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80803222392.89,71174424446.89,64922599309.25,70216443534.96,81101169480.97,94498004640.10,103377065683.29,100371950314.41,101476791156.08,114101000754.86,127052297158.08,136440829735.23,155359237838.58,195413149940.39,221440713584.62,248519521080.33,252686739157.61,291229976122.31,282630837737.01,327249769951.17,377549806578.64,403129803803.17,423407966724.84,443371246698.14,480403927228.95,526032437680.96,524621676243.05,518488360539.10,575525093193.55,622193930069.76,666725912038.33,723904575173.20,812130263840.67,891466245843.00,1073279171690.89,1324237119507.35,1521371528098.09,1574968030449.80,1439654527490.28,1585945646801.91,1746600304168.03,1860776095129.08,2061454246187.87,2335145056810.17,2709157341014.45,3136374977327.23,3778751294371.62,4781270693838.80,6054648571433.55,6573327283810.49,7998796323270.31,9762256276676.59,10891968350841.70,12032711129058.20,12988712786591.70,13532272043462.50,13827151057380.20,15097056837158.20,16881316789674.40,17481715455963.40,17783207218899.10,21205187136185.70,21537214774462.60,21617676926854.50,22233362919728.40,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991141939410.74,964170299100.99,1023345711170.50,1001720940076.18,928555990308.00,919179489611.00,828927139977.53,991380447495.65,1021239770710.95,1056341129246.72,949935181537.21,824131383383.31,896291493004.49,911679939950.97,1024829473187.33,1261017408610.72,1631372379671.26,2042987028459.11,2471273605657.68,3179127986623.93,3936159309738.01,3121801768478.67,3667835476746.74,4461210535265.99,4656388146308.07,4924806846375.52,4653015277488.18,3633660246044.52,3492088089759.50,3927649813354.44,4098990245510.03,4184533628660.37,3924139091384.84,4637763943320.14,5264484546456.79,5562782514647.52,6131674441421.64,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,171057069.14,178497098.26,186745757.86,202305865.24,234572186.46,264505506.02,305227594.82,327215843.64,341691567.47,378091809.60,358665753.91,404648367.77,474043921.84,574030983.98,791450308.36,871781686.91,874681611.93,1097893825.99,1164025637.26,1259365711.54,1604836915.97,1359026709.45,1160337039.38,1081387264.61,1014170069.22,1076604520.42,1498219578.87,1763978065.84,1947208354.23,1910635575.38,2299665505.61,2262767860.11,2390796915.92,1741944426.21,1387662121.47,1849110468.20,2069506014.47,2116818622.96,2241650112.33,2226577203.91,2106848752.28,2093498674.50,2410199032.43,2987984050.99,3191561508.69,3221910408.47,3320907721.75,3759962853.26,4578847112.71,4721888275.27,4746386893.23,5422439152.11,5413541649.15,6021729629.82,6393314707.85,5755457836.02,6071167584.20,6387424239.88,7029215766.46,6992654019.29,7486031561.87,8541668141.26,8646453099.41,9816236302.59,10651180146.53,
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750860.62,3034037810.97,3308912796.93,3540403456.55,3889129942.31,4388937649.04,5279230817.31,5638461442.31,6081009427.88,6695336567.31,7086538437.50,7375000024.04,8177873151.04,10838587357.75,13702998512.45,14882770593.98,16985208648.21,19779312261.32,24006566636.69,27371650824.51,32353514988.73,34846039193.61,36589772403.76,40042798388.50,41797647775.62,38900711332.54,43096773980.86,50535446554.88,61667253471.37,72250748099.98,85343190719.01,98234714971.06,111452746517.66,128889262951.16,146683778959.10,169278916592.84,183035237429.28,150180456565.73,113675596787.74,126669211778.94,126392224253.79,120296476180.40,134300904400.02,152280615245.89,172895685154.66,189318408468.60,221758296021.62,262942621455.05,291382982430.95,281710630187.32,341104766329.17,370818739623.62,397558325278.58,420333654592.55,407339040197.65,401296238228.08,413366349747.51,456356813536.76,506754208404.49,543976691793.89,500461898480.25,506194668789.94,495644697587.66,515906283940.93,526517658841.68,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.27,2536585365.85,1908554572.27,1646623195.16,1522001205.55,1231561860.40,1043654822.34,921518032.91,1320199581.52,1086612290.27,860541842.26,1080772551.29,1221106220.29,1555318261.42,2076176869.41,2312352020.67,2830213848.62,3719524540.86,5161299725.28,4979472364.45,5642221099.18,6522756255.01,7633036903.08,8448411318.25,9112605459.33,8271431485.07,6992416096.89,7536402852.86,7764999999.45,8300813599.31,8133963550.66,8937805347.14,10713525200.40,12244169292.80,14204575548.55,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358819.76,3010982414.24,3006988216.55,3189539641.32,3208098919.01,3200539816.06,3179225948.58,2561118608.36,2482228439.71,2378759975.45,2450350625.10,2605689134.49,2450564100.18,2904663310.98,3534772732.40,4462029108.72,5977440582.80,6838351088.47,8103901996.37,10276674364.90,12664165103.19,19271523178.81,20214385964.91,22583157894.74,29233333333.33,35164210526.32,39197543859.65,43524210526.32,35799714285.71,36169428571.43,37926285714.29,40765428571.43,40810067974.51,41509903181.72,40589905812.04,42208726137.72,45894538665.55,51387209872.30,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,74399051115.62,82362832266.37,86399815744.66,93844819440.95,104302526502.26,111946641395.15,123240741042.80,125362127677.75,134361744441.37,149979264961.85,163499670766.65,181794578090.04,204232100660.44,274036287245.75,358182606143.70,374350708856.51,411065254886.09,452376511736.92,541374940142.38,607502561689.17,743795740311.93,852847482696.13,779872014723.55,681554554313.97,715171116848.31,706307698037.01,712610987834.59,765000529871.10,839372117493.83,931218807729.83,1039366593866.68,1123571075717.19,1232562973418.31,1466872751420.96,1715187232056.94,1855934359539.88,2016321456675.89,2212067216181.87,2233347031889.78,2002746501486.27,2214459287709.08,2161359862863.86,1927322085240.20,1960517216397.37,2264876234901.17,2752003821062.20,3234927606207.58,3826959867893.09,4465814702669.79,4176789508119.56,5212616653053.23,5942223639206.50,5999254994806.92,6044625148403.94,6005259453417.89,5068610305411.75,4922090097003.80,5482764267203.12,5347056434773.57,5230554354083.41,4387909128654.57,5118940165028.38,5851879329574.93,6591336702938.76,6776899040059.78,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128210142.00,147713000.00,187891500.00,216914400.00,239040500.00,262819900.00,306956900.00,319972700.00,325729800.00,225357600.00,366924276.52,477359252.61,469455490.78,490439116.18,440771962.23,462267954.03,453792414.60,542795446.51,648523571.34,726937835.85,881909347.10,1042534597.53,1160555039.58,1395727420.71,1447535182.86,1590282371.46,1640464612.08,1584878439.94,1555988614.44,2032550389.41,2162619240.87,3625024341.27,3208599889.01,2079767170.23,1865608515.41,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,21778972838.68,22717751213.05,23127900672.49,25478894502.42,28460826047.02,31555336449.12,33702284400.04,37016912903.37,41567819038.18,46228188357.88,51929379859.35,58738170012.52,66728372393.02,82296472036.81,126534190145.74,145360706814.43,179327380809.81,207141478320.29,222362511119.30,276440930291.79,335679627786.22,327781527993.72,366322118691.63,400996279046.08,418884127840.34,450074290280.30,483834373088.31,423609526506.31,410799887019.64,412556844308.04,557461708799.14,377590606309.42,387386092541.32,341578917933.43,359089803644.48,400070200863.34,443484188935.48,462008531395.00,471749357905.26,510969926774.03,573241814244.50,576409813039.63,561355905200.04,620751536900.61,735137864066.95,851999290344.53,991120945693.86,1204180777297.73,1458839080564.83,1410582747670.53,1616377453369.58,1894874707193.34,2040682875800.41,1916908014701.75,1905795277902.52,1766686955969.30,1833719341125.58,1862132539942.56,1861598748076.98,1817220775856.43,1652429826440.19,1921603222007.44,2141649636190.98,2076820247144.99,2189893127426.38,
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.37,106344854.99,113563821.58,132201141.45,137066290.55,138489884.39,195990986.21,208871665.75,222100576.35,214991452.31,191504892.76,199208717.50,204848487.81,181117230.41,182764280.83,202246591.22,230678011.42,261823805.43,292232703.31,298519623.34,344438844.33,312415028.45,366887374.99,414143828.49,471122971.31,451788498.26,440997738.01,437525514.24,420828262.32,459976850.27,493530783.00,506031238.98,506571467.90,519306352.79,556514555.40,591139749.44,,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,43270012739.16,46076379864.37,49304727903.06,55539363101.62,63741466508.75,67970199332.83,54738691616.69,60155334542.35,63211416560.97,69748993757.95,74658791269.59,79443177465.62,81426298286.76,97561887957.81,116963620422.23,123400629130.85,117988534885.07,136743438548.56,155039888662.56,173920685619.92,210608299657.66,220616445555.58,226594563448.70,243700817417.40,239973094448.25,263678832418.15,280349120351.57,313355004645.13,334074870363.85,335790574664.33,364740287587.94,314469355543.22,333546277429.54,327009281232.95,377442853701.43,416341940329.58,458508459742.39,484982931205.65,492856423475.41,531825749349.83,544940514563.36,562554379798.02,593707009776.72,694775911444.33,804159915389.76,924419567611.27,1051884831127.45,1342148092012.26,1347380565219.40,1502961023415.75,1869826822189.78,2045738549420.96,2057958207279.98,2111097579998.97,2323062261530.80,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640287773.46,4210302249458.65,4512296631866.31,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,35992821734.53,37521652879.66,40553510689.97,46127211026.22,45891005945.73,50543636348.14,54780137858.94,54842900794.15,58686298467.84,66258274672.14,73998855803.62,76078810558.01,85727757471.55,109279758227.60,138641757472.57,152220676931.20,164674481161.53,180959309200.53,202653018739.21,238924186293.27,300099132923.76,404964037903.54,376485492802.87,337927843621.06,301936206027.12,288309829782.49,270239968939.10,302632023546.23,318689570071.27,324390129475.55,379792150457.81,406697201565.70,365899311503.05,369858486527.51,378181617912.50,481078758906.21,537529901697.44,565282701495.44,566816017701.65,404651773356.16,428788505804.80,410936270042.78,449500894158.77,565919936760.32,702843204651.66,836993712579.38,988873289522.06,1145239979455.74,1301030210080.85,1241958752180.26,1469616438039.84,1650955876097.19,1717295733292.83,1825489288568.26,1902908083279.38,1688024093175.49,1531896244777.67,1672127811803.69,1798796101321.48,2045711007848.14,1902392262699.06,2140795804040.00,2292617010267.00,2117597425394.64,1979078503991.37,
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535673252.48,584964620.92,619322810.03,678239329.40,711897520.26,736573158.57,723739857.32,761981912.42,758899950.00,779200000.00,821850000.00,896765214.63,1083391757.89,1308785430.54,2042001070.51,2442669824.56,2500424955.23,3138666666.67,3562333458.33,4602416625.00,6235833333.33,6992083333.33,8140416666.67,7763750000.00,7757083333.33,7375918367.35,4794444444.44,4797777777.78,4496910569.11,4323058823.53,5068000000.00,5307905882.35,5439552941.18,4669491134.25,4947181645.55,5329217747.21,5759570336.11,5737771523.10,6043686653.62,6808982520.76,8154342116.10,8824849191.04,9008298228.60,11305459802.07,13280291989.58,15982389018.40,18369361094.39,21641620049.94,27871587349.54,19172165225.50,22157920592.37,25433007437.16,27147349937.47,28560537057.15,29474180005.13,26841141793.21,23624322192.63,23830750900.69,23883058083.22,23477745791.70,20888515184.22,24222963262.72,28341164301.13,25036993423.37,25633544529.48,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,,866155428.57,880027733.33,1026737600.00,1025866792.16,991047619.05,1040952380.95,1085714285.71,1214666666.67,1289904761.90,1439238095.24,1685162272.41,2237556148.51,2730813385.33,3545868575.15,4328965587.53,4508191942.16,5109324009.32,5968460080.11,7188863903.64,8744134354.16,8428445294.08,8133580051.70,8350582747.84,8254541194.83,8410226052.61,9017806654.42,9696715910.71,10096245762.44,10101851744.56,12290568181.82,13074782608.70,15496708060.42,14608335608.15,15633174304.09,18030876599.34,19587161806.77,20746210353.85,21802893587.13,22943202174.97,21473528160.78,22065832448.86,23141616604.52,27453902261.46,31183885241.44,32272186694.80,34376664600.59,38915353866.76,44859439902.22,43455740497.31,46206091937.96,48123325825.07,47311401812.67,48685446413.95,50271812920.61,45779494041.93,44360072680.45,42163530590.95,42686504459.80,41905642418.83,42491780918.36,47073234359.18,44929920092.80,48205328303.34,51332285656.54,
